(1) CONTRACTOR/CARRIER	(2) LOCAL.	(3) HCPCS	(4) BASE RATE	(5) RVU	(6) GPCI	(7)(a) URBAN BASE RATE / URBAN MILEAGE	(7)(b) RURAL BASE RATE / RURAL MILEAGE	(7c) RURAL BASE RATE / LOWEST QUARTILE	(8) RURAL  GROUND MILES 1-17*
14102	99	A0434	214.47	3.25	0.904	$663.19	$669.69	$821.04	n/a
14102	99	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
14102	99	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Massachusetts									
14202	01	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
14202	01	A0426	214.47	1.20	1.149	$289.89	$292.73	$358.89	n/a
14202	01	A0427	214.47	1.90	1.149	$458.99	$463.49	$568.24	n/a
14202	01	A0428	214.47	1.00	1.149	$241.58	$243.94	$299.08	n/a
14202	01	A0429	214.47	1.60	1.149	$386.52	$390.31	$478.52	n/a
14202	01	A0430	2910.50	1.00	1.149	$3,127.33	$4,691.00	n/a	$4,691.00
14202	01	A0431	3383.89	1.00	1.149	$3,635.99	$5,453.98	n/a	$5,453.98
14202	01	A0432	214.47	1.75	1.149	$422.76	$426.90	n/a	n/a
14202	01	A0433	214.47	2.75	1.149	$664.33	$670.85	$822.46	n/a
14202	01	A0434	214.47	3.25	1.149	$785.12	$792.82	$972.00	n/a
14202	01	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
14202	01	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
14202	99	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
14202	99	A0426	214.47	1.20	1.062	$273.90	$276.59	$339.10	n/a
14202	99	A0427	214.47	1.90	1.062	$433.68	$437.93	$536.91	n/a
14202	99	A0428	214.47	1.00	1.062	$228.25	$230.49	$282.58	n/a
14202	99	A0429	214.47	1.60	1.062	$365.21	$368.79	$452.13	n/a
14202	99	A0430	2910.50	1.00	1.062	$3,000.73	$4,501.09	n/a	$4,501.09
14202	99	A0431	3383.89	1.00	1.062	$3,488.79	$5,233.19	n/a	$5,233.19
14202	99	A0432	214.47	1.75	1.062	$399.44	$403.36	n/a	n/a
14202	99	A0433	214.47	2.75	1.062	$627.70	$633.85	$777.10	n/a
14202	99	A0434	214.47	3.25	1.062	$741.82	$749.10	$918.39	n/a
14202	99	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
14202	99	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
New Hampshire									
14302	40	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
14302	40	A0426	214.47	1.20	1.044	$270.60	$273.25	$335.00	n/a
14302	40	A0427	214.47	1.90	1.044	$428.44	$432.65	$530.42	n/a
14302	40	A0428	214.47	1.00	1.044	$225.50	$227.71	$279.17	n/a
14302	40	A0429	214.47	1.60	1.044	$360.80	$364.33	$446.67	n/a
14302	40	A0430	2910.50	1.00	1.044	$2,974.53	$4,461.80	n/a	$4,461.80
14302	40	A0431	3383.89	1.00	1.044	$3,458.34	$5,187.50	n/a	$5,187.50
14302	40	A0432	214.47	1.75	1.044	$394.62	$398.49	n/a	n/a
14302	40	A0433	214.47	2.75	1.044	$620.12	$626.20	$767.72	n/a
14302	40	A0434	214.47	3.25	1.044	$732.87	$740.05	$907.30	n/a
14302	40	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
14302	40	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Rhode Island									
14402	01	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
14402	01	A0426	214.47	1.20	1.052	$272.07	$274.73	$336.82	n/a
14402	01	A0427	214.47	1.90	1.052	$430.77	$435.00	$533.30	n/a
14402	01	A0428	214.47	1.00	1.052	$226.72	$228.95	$280.69	n/a
14402	01	A0429	214.47	1.60	1.052	$362.76	$366.31	$449.10	n/a
14402	01	A0430	2910.50	1.00	1.052	$2,986.17	$4,479.26	n/a	$4,479.26
14402	01	A0431	3383.89	1.00	1.052	$3,471.87	$5,207.81	n/a	$5,207.81
14402	01	A0432	214.47	1.75	1.052	$396.76	$400.65	n/a	n/a
14402	01	A0433	214.47	2.75	1.052	$623.49	$629.60	$771.89	n/a
14402	01	A0434	214.47	3.25	1.052	$736.85	$744.07	$912.23	n/a
14402	01	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
14402	01	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Vermont									
14502	50	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
14502	50	A0426	214.47	1.20	1.008	$263.98	$266.57	$326.81	n/a
14502	50	A0427	214.47	1.90	1.008	$417.97	$422.07	$517.46	n/a
14502	50	A0428	214.47	1.00	1.008	$219.98	$222.14	$272.35	n/a
14502	50	A0429	214.47	1.60	1.008	$351.98	$355.43	$435.75	n/a
14502	50	A0430	2910.50	1.00	1.008	$2,922.14	$4,383.21	n/a	$4,383.21
14502	50	A0431	3383.89	1.00	1.008	$3,397.43	$5,096.14	n/a	$5,096.14
14502	50	A0432	214.47	1.75	1.008	$384.97	$388.75	n/a	n/a
14502	50	A0433	214.47	2.75	1.008	$604.96	$610.89	$748.95	n/a
14502	50	A0434	214.47	3.25	1.008	$714.95	$721.96	$885.12	n/a
14502	50	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
14502	50	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Kentucky									
15102	00	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
15102	00	A0426	214.47	1.20	0.871	$238.81	$241.15	$295.65	n/a
15102	00	A0427	214.47	1.90	0.871	$378.11	$381.82	$468.11	n/a
15102	00	A0428	214.47	1.00	0.871	$199.01	$200.96	$246.37	n/a
15102	00	A0429	214.47	1.60	0.871	$318.41	$321.53	$394.20	n/a
15102	00	A0430	2910.50	1.00	0.871	$2,722.77	$4,084.16	n/a	$4,084.16
15102	00	A0431	3383.89	1.00	0.871	$3,165.63	$4,748.44	n/a	$4,748.44
15102	00	A0432	214.47	1.75	0.871	$348.26	$351.67	n/a	n/a
15102	00	A0433	214.47	2.75	0.871	$547.26	$552.63	$677.52	n/a
15102	00	A0434	214.47	3.25	0.871	$646.77	$653.11	$800.71	n/a
15102	00	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
15102	00	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
Ohio									
15202	00	A0425	6.89	1.00	n/a	$7.03	$7.10	n/a	$10.65
15202	00	A0426	214.47	1.20	0.927	$249.10	$251.54	$308.39	n/a
15202	00	A0427	214.47	1.90	0.927	$394.40	$398.27	$488.28	n/a
15202	00	A0428	214.47	1.00	0.927	$207.58	$209.62	$256.99	n/a
15202	00	A0429	214.47	1.60	0.927	$332.13	$335.39	$411.18	n/a
15202	00	A0430	2910.50	1.00	0.927	$2,804.27	$4,206.40	n/a	$4,206.40
15202	00	A0431	3383.89	1.00	0.927	$3,260.38	$4,890.57	n/a	$4,890.57
15202	00	A0432	214.47	1.75	0.927	$363.27	$366.83	n/a	n/a
15202	00	A0433	214.47	2.75	0.927	$570.85	$576.44	$706.72	n/a
15202	00	A0434	214.47	3.25	0.927	$674.64	$681.25	$835.21	n/a
15202	00	A0435	8.25	1.00	n/a	$8.25	$12.38	n/a	$12.38
15202	00	A0436	22.03	1.00	n/a	$22.03	$33.05	n/a	$33.05
